	entrez	genesymbol	pathway	pathway desc	NCBI protein	uniprot
5057	4668	NAGA	path:hsa00603	Glycosphingolipid biosynthesis - globo series	NP_000253	A0A024R1Q5
5058	53947	A4GALT	path:hsa00603	Glycosphingolipid biosynthesis - globo series	NP_059132	Q9NPC4
5059	54576	UGT1A8	path:hsa00053	Ascorbate and aldarate metabolism	NP_061949	Q9HAW9
5060	6483	ST3GAL2	path:hsa00603	Glycosphingolipid biosynthesis - globo series	NP_008858	A0A024QZA4
5061	54577	UGT1A7	path:hsa00053	Ascorbate and aldarate metabolism	NP_061950	Q9HAW7
5062	8706	B3GALNT1	path:hsa00603	Glycosphingolipid biosynthesis - globo series	NP_001033717	O75752
5071	54578	UGT1A6	path:hsa00053	Ascorbate and aldarate metabolism	NP_001063	Q5DSZ8
5081	54579	UGT1A5	path:hsa00053	Ascorbate and aldarate metabolism	NP_061951	Q5DSZ9
5085	256435	ST6GALNAC3	path:hsa00604	Glycosphingolipid biosynthesis - ganglio series	NP_001153483	Q8NDV1
5086	2583	B4GALNT1	path:hsa00604	Glycosphingolipid biosynthesis - ganglio series	NP_001263397	Q00973
5087	27090	ST6GALNAC4	path:hsa00604	Glycosphingolipid biosynthesis - ganglio series	NP_778204	A0A024R881
5088	2720	GLB1	path:hsa00604	Glycosphingolipid biosynthesis - ganglio series	NP_000395	P16278
5089	29906	ST8SIA5	path:hsa00604	Glycosphingolipid biosynthesis - ganglio series	NP_001294915	O15466
5090	3073	HEXA	path:hsa00604	Glycosphingolipid biosynthesis - ganglio series	NP_000511	P06865
5091	3074	HEXB	path:hsa00604	Glycosphingolipid biosynthesis - ganglio series	NP_000512	A0A024RAJ6
5092	30815	ST6GALNAC6	path:hsa00604	Glycosphingolipid biosynthesis - ganglio series	NP_001273928	Q969X2
5093	54600	UGT1A9	path:hsa00053	Ascorbate and aldarate metabolism	NP_066307	Q5DSZ5
5094	6483	ST3GAL2	path:hsa00604	Glycosphingolipid biosynthesis - ganglio series	NP_008858	A0A024QZA4
5095	6489	ST8SIA1	path:hsa00604	Glycosphingolipid biosynthesis - ganglio series	NP_001291379	Q92185
5096	81849	ST6GALNAC5	path:hsa00604	Glycosphingolipid biosynthesis - ganglio series	NP_112227	Q9BVH7
5097	8705	B3GALT4	path:hsa00604	Glycosphingolipid biosynthesis - ganglio series	NP_003773	B3KQP5
5098	8869	ST3GAL5	path:hsa00604	Glycosphingolipid biosynthesis - ganglio series	NP_001035902	Q9UNP4
5099	9197	SLC33A1	path:hsa00604	Glycosphingolipid biosynthesis - ganglio series	NP_001177921	O00400
5111	54658	UGT1A1	path:hsa00053	Ascorbate and aldarate metabolism	NP_000454	P22309
5112	54658	UGT1A1	path:hsa00053	Ascorbate and aldarate metabolism	NP_000454	Q5DT03
5121	54659	UGT1A3	path:hsa00053	Ascorbate and aldarate metabolism	NP_061966	P35503
5122	54659	UGT1A3	path:hsa00053	Ascorbate and aldarate metabolism	NP_061966	Q5DT01
5136	10873	ME3	path:hsa00620	Pyruvate metabolism	NP_001014811	Q16798
5137	134526	ACOT12	path:hsa00620	Pyruvate metabolism	NP_570123	Q8WYK0
5138	160287	LDHAL6A	path:hsa00620	Pyruvate metabolism	NP_001137543	Q6ZMR3
5139	1737	DLAT	path:hsa00620	Pyruvate metabolism	NP_001922	P10515
5140	1738	DLD	path:hsa00620	Pyruvate metabolism	NP_000099	A0A024R713
5141	197257	LDHD	path:hsa00620	Pyruvate metabolism	NP_705690	Q86WU2
5142	217	ALDH2	path:hsa00620	Pyruvate metabolism	NP_000681	P05091
5143	219	ALDH1B1	path:hsa00620	Pyruvate metabolism	NP_000683	P30837
5144	223	ALDH9A1	path:hsa00620	Pyruvate metabolism	NP_000687	B9EKV4
5145	224	ALDH3A2	path:hsa00620	Pyruvate metabolism	NP_000373	P51648
5146	2271	FH	path:hsa00620	Pyruvate metabolism	NP_000134	P07954
5147	2739	GLO1	path:hsa00620	Pyruvate metabolism	NP_006699	Q04760
5148	3029	HAGH	path:hsa00620	Pyruvate metabolism	NP_001035517	Q16775
5149	31	ACACA	path:hsa00620	Pyruvate metabolism	NP_942131	B2ZZ90
5150	32	ACACB	path:hsa00620	Pyruvate metabolism	NP_001084	O00763
5151	38	ACAT1	path:hsa00620	Pyruvate metabolism	NP_000010	P24752
5152	39	ACAT2	path:hsa00620	Pyruvate metabolism	NP_001290182	Q9BWD1
5153	3939	LDHA	path:hsa00620	Pyruvate metabolism	NP_001128711	P00338
5154	3945	LDHB	path:hsa00620	Pyruvate metabolism	NP_001167568	P07195
5155	3948	LDHC	path:hsa00620	Pyruvate metabolism	NP_002292	P07864
5156	4190	MDH1	path:hsa00620	Pyruvate metabolism	NP_001186040	P40925
5157	4191	MDH2	path:hsa00620	Pyruvate metabolism	NP_001269332	B3KTM1
5158	4199	ME1	path:hsa00620	Pyruvate metabolism	NP_002386	P48163
5159	4200	ME2	path:hsa00620	Pyruvate metabolism	NP_001161807	P23368
5160	501	ALDH7A1	path:hsa00620	Pyruvate metabolism	NP_001173	P49419
5161	5091	PC	path:hsa00620	Pyruvate metabolism	NP_000911	A0A024R5C5
5162	5105	PCK1	path:hsa00620	Pyruvate metabolism	NP_002582	P35558
5163	5106	PCK2	path:hsa00620	Pyruvate metabolism	NP_001018083	A0A0A0MS74
5164	5160	PDHA1	path:hsa00620	Pyruvate metabolism	NP_000275	A0A024RBX9
5165	5161	PDHA2	path:hsa00620	Pyruvate metabolism	NP_005381	P29803
5166	5162	PDHB	path:hsa00620	Pyruvate metabolism	NP_000916	P11177
5167	5313	PKLR	path:hsa00620	Pyruvate metabolism	NP_000289	P30613
5168	5315	PKM	path:hsa00620	Pyruvate metabolism	NP_001193725	P14618
5169	55902	ACSS2	path:hsa00620	Pyruvate metabolism	NP_001070020	Q96FY7
5170	84264	HAGHL	path:hsa00620	Pyruvate metabolism	NP_001277066	Q6PII5
5171	84532	ACSS1	path:hsa00620	Pyruvate metabolism	NP_001239604	Q9NUB1
5172	92483	LDHAL6B	path:hsa00620	Pyruvate metabolism	NP_149972	Q9BYZ2
5173	9380	GRHPR	path:hsa00620	Pyruvate metabolism	NP_036335	Q9UBQ7
5174	97	ACYP1	path:hsa00620	Pyruvate metabolism	NP_001098	P07311
5175	98	ACYP2	path:hsa00620	Pyruvate metabolism	NP_612457	P14621
5191	7366	UGT2B15	path:hsa00053	Ascorbate and aldarate metabolism	NP_001067	P54855
5212	112817	HOGA1	path:hsa00630	Glyoxylate and dicarboxylate metabolism	NP_001128142	Q86XE5
5213	125061	AFMID	path:hsa00630	Glyoxylate and dicarboxylate metabolism	NP_001010982	Q63HM1
5214	132158	GLYCTK	path:hsa00630	Glyoxylate and dicarboxylate metabolism	NP_001138423	Q8IVS8
5215	1431	CS	path:hsa00630	Glyoxylate and dicarboxylate metabolism	NP_004068	A0A024RB75
5216	1738	DLD	path:hsa00630	Glyoxylate and dicarboxylate metabolism	NP_000099	A0A024R713
5217	189	AGXT	path:hsa00630	Glyoxylate and dicarboxylate metabolism	NP_000021	P21549
5218	2653	GCSH	path:hsa00630	Glyoxylate and dicarboxylate metabolism	NP_004474	P23434
5219	2731	GLDC	path:hsa00630	Glyoxylate and dicarboxylate metabolism	NP_000161	P23378
5220	275	AMT	path:hsa00630	Glyoxylate and dicarboxylate metabolism	NP_000472	A0A024R2U7
5221	2752	GLUL	path:hsa00630	Glyoxylate and dicarboxylate metabolism	NP_001028216	A8YXX4
5222	283871	PGP	path:hsa00630	Glyoxylate and dicarboxylate metabolism	NP_001035830	A6NDG6
5223	38	ACAT1	path:hsa00630	Glyoxylate and dicarboxylate metabolism	NP_000010	P24752
5224	39	ACAT2	path:hsa00630	Glyoxylate and dicarboxylate metabolism	NP_001290182	Q9BWD1
5225	4190	MDH1	path:hsa00630	Glyoxylate and dicarboxylate metabolism	NP_001186040	P40925
5226	4191	MDH2	path:hsa00630	Glyoxylate and dicarboxylate metabolism	NP_001269332	B3KTM1
5227	4594	MUT	path:hsa00630	Glyoxylate and dicarboxylate metabolism	NP_000246	A0A024RD82
5228	48	ACO1	path:hsa00630	Glyoxylate and dicarboxylate metabolism	NP_001265281	P21399
5229	50	ACO2	path:hsa00630	Glyoxylate and dicarboxylate metabolism	NP_001089	Q99798
5230	5095	PCCA	path:hsa00630	Glyoxylate and dicarboxylate metabolism	NP_000273	P05165
5231	5096	PCCB	path:hsa00630	Glyoxylate and dicarboxylate metabolism	NP_000523	P05166
5232	51179	HAO2	path:hsa00630	Glyoxylate and dicarboxylate metabolism	NP_001005783	Q9NYQ3
5233	54363	HAO1	path:hsa00630	Glyoxylate and dicarboxylate metabolism	NP_060015	A8K058
5234	6470	SHMT1	path:hsa00630	Glyoxylate and dicarboxylate metabolism	NP_001268715	P34896
5235	6472	SHMT2	path:hsa00630	Glyoxylate and dicarboxylate metabolism	NP_001159828	P34897
5236	81888	HYI	path:hsa00630	Glyoxylate and dicarboxylate metabolism	NP_001177809	Q5T013
5237	84693	MCEE	path:hsa00630	Glyoxylate and dicarboxylate metabolism	NP_115990	Q96PE7
5238	847	CAT	path:hsa00630	Glyoxylate and dicarboxylate metabolism	NP_001743	P04040
5239	9380	GRHPR	path:hsa00630	Glyoxylate and dicarboxylate metabolism	NP_036335	Q9UBQ7
5303	160287	LDHAL6A	path:hsa00640	Propanoate metabolism	NP_001137543	Q6ZMR3
5304	18	ABAT	path:hsa00640	Propanoate metabolism	NP_000654	P80404
5305	1892	ECHS1	path:hsa00640	Propanoate metabolism	NP_004083	P30084
5306	1962	EHHADH	path:hsa00640	Propanoate metabolism	NP_001159887	Q08426
5307	23417	MLYCD	path:hsa00640	Propanoate metabolism	NP_036345	O95822
5308	26275	HIBCH	path:hsa00640	Propanoate metabolism	NP_055177	Q6NVY1
5309	3030	HADHA	path:hsa00640	Propanoate metabolism	NP_000173	E9KL44
5310	31	ACACA	path:hsa00640	Propanoate metabolism	NP_942131	B2ZZ90
5311	32	ACACB	path:hsa00640	Propanoate metabolism	NP_001084	O00763
5312	34	ACADM	path:hsa00640	Propanoate metabolism	NP_000007	P11310
5313	38	ACAT1	path:hsa00640	Propanoate metabolism	NP_000010	P24752
5314	39	ACAT2	path:hsa00640	Propanoate metabolism	NP_001290182	Q9BWD1
5315	3939	LDHA	path:hsa00640	Propanoate metabolism	NP_001128711	P00338
5316	3945	LDHB	path:hsa00640	Propanoate metabolism	NP_001167568	P07195
5317	3948	LDHC	path:hsa00640	Propanoate metabolism	NP_002292	P07864
5318	4329	ALDH6A1	path:hsa00640	Propanoate metabolism	NP_001265522	Q02252
5319	4594	MUT	path:hsa00640	Propanoate metabolism	NP_000246	A0A024RD82
5320	5095	PCCA	path:hsa00640	Propanoate metabolism	NP_000273	P05165
5321	5096	PCCB	path:hsa00640	Propanoate metabolism	NP_000523	P05166
5322	55862	ECHDC1	path:hsa00640	Propanoate metabolism	NP_001002030	Q9NTX5
5323	55902	ACSS2	path:hsa00640	Propanoate metabolism	NP_001070020	Q96FY7
5324	79611	ACSS3	path:hsa00640	Propanoate metabolism	NP_078836	Q9H6R3
5325	84532	ACSS1	path:hsa00640	Propanoate metabolism	NP_001239604	Q9NUB1
5326	84693	MCEE	path:hsa00640	Propanoate metabolism	NP_115990	Q96PE7
5327	8801	SUCLG2	path:hsa00640	Propanoate metabolism	NP_001171070	Q96I99
5328	8802	SUCLG1	path:hsa00640	Propanoate metabolism	NP_003840	P53597
5329	8803	SUCLA2	path:hsa00640	Propanoate metabolism	NP_003841	E5KS60
5330	92483	LDHAL6B	path:hsa00640	Propanoate metabolism	NP_149972	Q9BYZ2
5378	116285	ACSM1	path:hsa00650	Butanoate metabolism	NP_443188	Q08AH1
5379	123876	ACSM2A	path:hsa00650	Butanoate metabolism	NP_001295098	B7Z530
5380	18	ABAT	path:hsa00650	Butanoate metabolism	NP_000654	P80404
5381	1892	ECHS1	path:hsa00650	Butanoate metabolism	NP_004083	P30084
5382	1962	EHHADH	path:hsa00650	Butanoate metabolism	NP_001159887	Q08426
5383	2571	GAD1	path:hsa00650	Butanoate metabolism	NP_000808	Q8IVA8
5384	2572	GAD2	path:hsa00650	Butanoate metabolism	NP_000809	Q05329
5385	3030	HADHA	path:hsa00650	Butanoate metabolism	NP_000173	E9KL44
5386	3033	HADH	path:hsa00650	Butanoate metabolism	NP_001171634	Q16836
5387	3155	HMGCL	path:hsa00650	Butanoate metabolism	NP_000182	P35914
5388	3157	HMGCS1	path:hsa00650	Butanoate metabolism	NP_001091742	A0A024R059
5389	3158	HMGCS2	path:hsa00650	Butanoate metabolism	NP_001159579	P54868
5390	341392	ACSM4	path:hsa00650	Butanoate metabolism	NP_001073923	P0C7M7
5391	348158	ACSM2B	path:hsa00650	Butanoate metabolism	NP_001098539	Q68CK6
5392	35	ACADS	path:hsa00650	Butanoate metabolism	NP_000008	E5KSD5
5393	38	ACAT1	path:hsa00650	Butanoate metabolism	NP_000010	P24752
5394	39	ACAT2	path:hsa00650	Butanoate metabolism	NP_001290182	Q9BWD1
5395	5019	OXCT1	path:hsa00650	Butanoate metabolism	NP_000427	A0A024R040
5396	54511	HMGCLL1	path:hsa00650	Butanoate metabolism	NP_001035865	O95896
5397	54988	ACSM5	path:hsa00650	Butanoate metabolism	NP_060358	Q6NUN0
5398	56898	BDH2	path:hsa00650	Butanoate metabolism	NP_064524	A0A024RDG9
5399	622	BDH1	path:hsa00650	Butanoate metabolism	NP_004042	Q02338
5400	6296	ACSM3	path:hsa00650	Butanoate metabolism	NP_005613	Q53FZ2
5401	64064	OXCT2	path:hsa00650	Butanoate metabolism	NP_071403	Q9BYC2
5402	65985	AACS	path:hsa00650	Butanoate metabolism	NP_076417	A0A024RBV2
5403	7915	ALDH5A1	path:hsa00650	Butanoate metabolism	NP_001071	P51649
5404	79944	L2HGDH	path:hsa00650	Butanoate metabolism	NP_079160	Q9H9P8
5454	100528021	ST20-MTHFS	path:hsa00670	One carbon pool by folate	NP_001186689	A0A0A6YYL1
5455	10588	MTHFS	path:hsa00670	One carbon pool by folate	NP_001186687	P49914
5456	10797	MTHFD2	path:hsa00670	One carbon pool by folate	NP_006627	P13995
5457	10840	ALDH1L1	path:hsa00670	One carbon pool by folate	NP_001257293	O75891
5458	10841	FTCD	path:hsa00670	One carbon pool by folate	NP_006648	O95954
5459	123263	MTFMT	path:hsa00670	One carbon pool by folate	NP_640335	Q96DP5
5460	160428	ALDH1L2	path:hsa00670	One carbon pool by folate	NP_001029345	B4DTU7
5461	1719	DHFR	path:hsa00670	One carbon pool by folate	NP_000782	B0YJ76
5462	200895	DHFRL1	path:hsa00670	One carbon pool by folate	NP_001182572	Q86XF0
5463	25902	MTHFD1L	path:hsa00670	One carbon pool by folate	NP_001229696	B7ZM99
5464	2618	GART	path:hsa00670	One carbon pool by folate	NP_000810	P22102
5465	275	AMT	path:hsa00670	One carbon pool by folate	NP_000472	A0A024R2U7
5466	441024	MTHFD2L	path:hsa00670	One carbon pool by folate	NP_001138450	Q9H903
5467	4522	MTHFD1	path:hsa00670	One carbon pool by folate	NP_005947	P11586
5468	4524	MTHFR	path:hsa00670	One carbon pool by folate	NP_005948	P42898
5469	4548	MTR	path:hsa00670	One carbon pool by folate	NP_000245	Q99707
5470	471	ATIC	path:hsa00670	One carbon pool by folate	NP_004035	P31939
5471	6470	SHMT1	path:hsa00670	One carbon pool by folate	NP_001268715	P34896
5472	6472	SHMT2	path:hsa00670	One carbon pool by folate	NP_001159828	P34897
5473	7298	TYMS	path:hsa00670	One carbon pool by folate	NP_001062	P04818
5490	27010	TPK1	path:hsa00730	Thiamine metabolism	NP_001035947	F5GZG6
5491	79178	THTPA	path:hsa00730	Thiamine metabolism	NP_001119811	Q9BU02
5492	84284	NTPCR	path:hsa00730	Thiamine metabolism	NP_115700	Q5TDE9
5493	9054	NFS1	path:hsa00730	Thiamine metabolism	NP_001185918	Q53FP3
5525	55312	RFK	path:hsa00740	Riboflavin metabolism	NP_060809	B2RDZ2
5526	645	BLVRB	path:hsa00740	Riboflavin metabolism	NP_000704	P30043
5527	7299	TYR	path:hsa00740	Riboflavin metabolism	NP_000363	L8B082
5528	80308	FLAD1	path:hsa00740	Riboflavin metabolism	NP_001171820	Q8NFF5
5557	29968	PSAT1	path:hsa00750	Vitamin B6 metabolism	NP_066977	A0A024R280
5558	316	AOX1	path:hsa00750	Vitamin B6 metabolism	NP_001150	Q06278
5559	493911	PHOSPHO2	path:hsa00750	Vitamin B6 metabolism	NP_001008489	Q8TCD6
5560	55163	PNPO	path:hsa00750	Vitamin B6 metabolism	NP_060599	Q9NVS9
5561	57026	PDXP	path:hsa00750	Vitamin B6 metabolism	NP_064711	A0A024R1I3
5562	8566	PDXK	path:hsa00750	Vitamin B6 metabolism	NP_003672	O00764
5595	10135	NAMPT	path:hsa00760	Nicotinate and nicotinamide metabolism	NP_005737	A0A024R718
5596	115024	NT5C3B	path:hsa00760	Nicotinate and nicotinamide metabolism	NP_443167	Q969T7
5597	133686	NADK2	path:hsa00760	Nicotinate and nicotinamide metabolism	NP_001078880	Q4G0N4
5598	22978	NT5C2	path:hsa00760	Nicotinate and nicotinamide metabolism	NP_001127845	A8K6K2
5599	23057	NMNAT2	path:hsa00760	Nicotinate and nicotinamide metabolism	NP_055854	Q9BZQ4
5600	23475	QPRT	path:hsa00760	Nicotinate and nicotinamide metabolism	NP_055113	Q15274
5601	23530	NNT	path:hsa00760	Nicotinate and nicotinamide metabolism	NP_036475	A0A024R0C3
5602	27231	NMRK2	path:hsa00760	Nicotinate and nicotinamide metabolism	NP_001276046	Q9NPI5
5603	30833	NT5C	path:hsa00760	Nicotinate and nicotinamide metabolism	NP_001239306	Q8TCD5
5604	316	AOX1	path:hsa00760	Nicotinate and nicotinamide metabolism	NP_001150	Q06278
5605	349565	NMNAT3	path:hsa00760	Nicotinate and nicotinamide metabolism	NP_001186976	Q96T66
5606	4837	NNMT	path:hsa00760	Nicotinate and nicotinamide metabolism	NP_006160	P40261
5607	4860	PNP	path:hsa00760	Nicotinate and nicotinamide metabolism	NP_000261	P00491
5608	4907	NT5E	path:hsa00760	Nicotinate and nicotinamide metabolism	NP_001191742	P21589
5609	51251	NT5C3A	path:hsa00760	Nicotinate and nicotinamide metabolism	NP_001002009	A0A024RA81
5610	5167	ENPP1	path:hsa00760	Nicotinate and nicotinamide metabolism	NP_006199	P22413
5611	5169	ENPP3	path:hsa00760	Nicotinate and nicotinamide metabolism	NP_005012	O14638
5612	54981	NMRK1	path:hsa00760	Nicotinate and nicotinamide metabolism	NP_001121075	Q9NWW6
5613	55191	NADSYN1	path:hsa00760	Nicotinate and nicotinamide metabolism	NP_060631	Q6IA69
5614	56953	NT5M	path:hsa00760	Nicotinate and nicotinamide metabolism	NP_064586	Q9NPB1
5615	64802	NMNAT1	path:hsa00760	Nicotinate and nicotinamide metabolism	NP_001284707	A0A024R4E1
5616	65220	NADK	path:hsa00760	Nicotinate and nicotinamide metabolism	NP_001185922	A0A024R058
5617	683	BST1	path:hsa00760	Nicotinate and nicotinamide metabolism	NP_004325	Q10588
5618	83594	NUDT12	path:hsa00760	Nicotinate and nicotinamide metabolism	NP_001287670	B4E1W3
5619	84618	NT5C1A	path:hsa00760	Nicotinate and nicotinamide metabolism	NP_115915	Q9BXI3
5620	93034	NT5C1B	path:hsa00760	Nicotinate and nicotinamide metabolism	NP_001002006	Q96P26
5621	93100	NAPRT	path:hsa00760	Nicotinate and nicotinamide metabolism	NP_001273758	Q6XQN6
5622	952	CD38	path:hsa00760	Nicotinate and nicotinamide metabolism	NP_001766	P28907
5676	1806	DPYD	path:hsa00770	Pantothenate and CoA biosynthesis	NP_000101	Q12882
5677	1807	DPYS	path:hsa00770	Pantothenate and CoA biosynthesis	NP_001376	Q14117
5678	339896	GADL1	path:hsa00770	Pantothenate and CoA biosynthesis	NP_997242	Q6ZQY3
5679	5167	ENPP1	path:hsa00770	Pantothenate and CoA biosynthesis	NP_006199	P22413
5680	5169	ENPP3	path:hsa00770	Pantothenate and CoA biosynthesis	NP_005012	O14638
5681	51733	UPB1	path:hsa00770	Pantothenate and CoA biosynthesis	NP_057411	A0A024R1H3
5682	53354	PANK1	path:hsa00770	Pantothenate and CoA biosynthesis	NP_612189	Q8TE04
5683	55229	PANK4	path:hsa00770	Pantothenate and CoA biosynthesis	NP_060686	Q9NVE7
5684	586	BCAT1	path:hsa00770	Pantothenate and CoA biosynthesis	NP_001171562	P54687
5685	587	BCAT2	path:hsa00770	Pantothenate and CoA biosynthesis	NP_001158245	O15382
5686	60490	PPCDC	path:hsa00770	Pantothenate and CoA biosynthesis	NP_001288030	H3BQB0
5687	60496	AASDHPPT	path:hsa00770	Pantothenate and CoA biosynthesis	NP_056238	Q9NRN7
5688	79646	PANK3	path:hsa00770	Pantothenate and CoA biosynthesis	NP_078870	Q9H999
5689	79717	PPCS	path:hsa00770	Pantothenate and CoA biosynthesis	NP_001070915	Q9HAB8
5690	80025	PANK2	path:hsa00770	Pantothenate and CoA biosynthesis	NP_079236	Q9BZ23
5691	80347	COASY	path:hsa00770	Pantothenate and CoA biosynthesis	NP_001035994	Q13057
5692	8875	VNN2	path:hsa00770	Pantothenate and CoA biosynthesis	NP_511043	O95498
5693	8876	VNN1	path:hsa00770	Pantothenate and CoA biosynthesis	NP_004657	O95497
5710	55902	ACSS2	path:hsa00010	Glycolysis / Gluconeogenesis	NP_001070020	Q9NR19
5711	2180	ACSL1	path:hsa00061	Fatty acid biosynthesis	NP_001273637	P33121
5721	2181	ACSL3	path:hsa00061	Fatty acid biosynthesis	NP_004448	B3KMA6
5722	2181	ACSL3	path:hsa00061	Fatty acid biosynthesis	NP_004448	O95573
5727	3141	HLCS	path:hsa00780	Biotin metabolism	NP_000402	P50747
5728	54995	OXSM	path:hsa00780	Biotin metabolism	NP_001138863	Q9NWU1
5729	686	BTD	path:hsa00780	Biotin metabolism	NP_000051	P43251
5751	23205	ACSBG1	path:hsa00061	Fatty acid biosynthesis	NP_001186306	Q96GR2
5762	11019	LIAS	path:hsa00785	Lipoic acid metabolism	NP_001265519	O43766
5763	387787	LIPT2	path:hsa00785	Lipoic acid metabolism	NP_001138341	A6NK58
5764	51601	LIPT1	path:hsa00785	Lipoic acid metabolism	NP_001191759	Q9Y234
5772	1719	DHFR	path:hsa00790	Folate biosynthesis	NP_000782	B0YJ76
5773	200895	DHFRL1	path:hsa00790	Folate biosynthesis	NP_001182572	Q86XF0
5774	2356	FPGS	path:hsa00790	Folate biosynthesis	NP_001018088	Q05932
5775	248	ALPI	path:hsa00790	Folate biosynthesis	NP_001622	A0A024R4A2
5776	249	ALPL	path:hsa00790	Folate biosynthesis	NP_000469	A0A024RAG0
5777	250	ALPP	path:hsa00790	Folate biosynthesis	NP_001623	B2R7C7
5778	251	ALPPL2	path:hsa00790	Folate biosynthesis	NP_112603	P10696
5779	2643	GCH1	path:hsa00790	Folate biosynthesis	NP_000152	A0A024R642
5780	4337	MOCS1	path:hsa00790	Folate biosynthesis	NP_001068566	A0A024RD17
5781	31	ACACA	path:hsa00061	Fatty acid biosynthesis	NP_942131	Q13085
5782	5805	PTS	path:hsa00790	Folate biosynthesis	NP_000308	Q03393
5783	5860	QDPR	path:hsa00790	Folate biosynthesis	NP_000311	P09417
5784	6697	SPR	path:hsa00790	Folate biosynthesis	NP_003115	P35270
5785	8836	GGH	path:hsa00790	Folate biosynthesis	NP_003869	Q92820
5826	100861540	CYP3A7-CYP3A51P	path:hsa00830	Retinol metabolism	NP_001243426	P24462
5827	10170	DHRS9	path:hsa00830	Retinol metabolism	NP_001135742	Q9BPW9
5828	10720	UGT2B11	path:hsa00830	Retinol metabolism	NP_001064	O75310
5829	10901	DHRS4	path:hsa00830	Retinol metabolism	NP_001269916	Q9BTZ2
5830	10941	UGT2A1	path:hsa00830	Retinol metabolism	NP_001239203	Q9Y4X1
5831	124	ADH1A	path:hsa00830	Retinol metabolism	NP_000658	P07327
5832	125	ADH1B	path:hsa00830	Retinol metabolism	NP_000659	P00325
5833	126	ADH1C	path:hsa00830	Retinol metabolism	NP_000660	P00326
5834	127	ADH4	path:hsa00830	Retinol metabolism	NP_000661	P08319
5835	128	ADH5	path:hsa00830	Retinol metabolism	NP_000662	P11766
5836	130	ADH6	path:hsa00830	Retinol metabolism	NP_000663	P28332
5837	131	ADH7	path:hsa00830	Retinol metabolism	NP_000664	P40394
5838	145226	RDH12	path:hsa00830	Retinol metabolism	NP_689656	Q96NR8
5839	1543	CYP1A1	path:hsa00830	Retinol metabolism	NP_000490	A0N0X8
5840	1544	CYP1A2	path:hsa00830	Retinol metabolism	NP_000752	P05177
5841	1548	CYP2A6	path:hsa00830	Retinol metabolism	NP_000753	P11509
5842	1551	CYP3A7	path:hsa00830	Retinol metabolism	NP_000756	P24462
5843	1555	CYP2B6	path:hsa00830	Retinol metabolism	NP_000758	P20813
5844	1558	CYP2C8	path:hsa00830	Retinol metabolism	NP_000761	P10632
5845	1559	CYP2C9	path:hsa00830	Retinol metabolism	NP_000762	P11712
5846	1562	CYP2C18	path:hsa00830	Retinol metabolism	NP_000763	P33260
5847	157506	RDH10	path:hsa00830	Retinol metabolism	NP_742034	A0A024R7X6
5848	1576	CYP3A4	path:hsa00830	Retinol metabolism	NP_001189784	P08684
5849	1577	CYP3A5	path:hsa00830	Retinol metabolism	NP_000768	P20815
5850	1579	CYP4A11	path:hsa00830	Retinol metabolism	NP_000769	Q02928
5851	158835	AWAT2	path:hsa00830	Retinol metabolism	NP_001002254	Q6E213
5852	1592	CYP26A1	path:hsa00830	Retinol metabolism	NP_000774	O43174
5853	195814	SDR16C5	path:hsa00830	Retinol metabolism	NP_620419	B3KT84
5854	216	ALDH1A1	path:hsa00830	Retinol metabolism	NP_000680	P00352
5855	29785	CYP2S1	path:hsa00830	Retinol metabolism	NP_085125	Q96SQ9
5856	316	AOX1	path:hsa00830	Retinol metabolism	NP_001150	Q06278
5857	317749	DHRS4L2	path:hsa00830	Retinol metabolism	NP_001180564	D5KJA1
5858	340665	CYP26C1	path:hsa00830	Retinol metabolism	NP_899230	Q6V0L0
5859	50700	RDH8	path:hsa00830	Retinol metabolism	NP_056540	K7ELF7
5860	51109	RDH11	path:hsa00830	Retinol metabolism	NP_001239579	Q8TC12
5861	53630	BCO1	path:hsa00830	Retinol metabolism	NP_059125	Q9HAY6
5862	54490	UGT2B28	path:hsa00830	Retinol metabolism	NP_001193933	Q9BY64
5863	54575	UGT1A10	path:hsa00830	Retinol metabolism	NP_061948	Q5DT02
5864	54576	UGT1A8	path:hsa00830	Retinol metabolism	NP_061949	Q5DSZ6
5865	54577	UGT1A7	path:hsa00830	Retinol metabolism	NP_061950	Q5DSZ7
5866	54578	UGT1A6	path:hsa00830	Retinol metabolism	NP_001063	P19224
5867	54579	UGT1A5	path:hsa00830	Retinol metabolism	NP_061951	P35504
5868	54600	UGT1A9	path:hsa00830	Retinol metabolism	NP_066307	O60656
5869	54657	UGT1A4	path:hsa00830	Retinol metabolism	NP_009051	P22310
5870	54658	UGT1A1	path:hsa00830	Retinol metabolism	NP_000454	P22309
5871	54659	UGT1A3	path:hsa00830	Retinol metabolism	NP_061966	P35503
5872	54884	RETSAT	path:hsa00830	Retinol metabolism	NP_060220	Q6NUM9
5873	56603	CYP26B1	path:hsa00830	Retinol metabolism	NP_001264671	Q9NR63
5874	574537	UGT2A2	path:hsa00830	Retinol metabolism	NP_001099147	Q9Y4X1
5875	5959	RDH5	path:hsa00830	Retinol metabolism	NP_001186700	A0A024RB18
5876	6121	RPE65	path:hsa00830	Retinol metabolism	NP_000320	Q16518
5878	7363	UGT2B4	path:hsa00830	Retinol metabolism	NP_001284544	P06133
5879	7364	UGT2B7	path:hsa00830	Retinol metabolism	NP_001065	P16662
